,Index,Dish,Instructions,Ingredients
11770,729278,Antipasto Roll-Ups,"""Mash together tuna, egg,"", ""mayonnaise and lemon juice."", ""Set aside.""","""tuna"", ""egg"", ""lemon juice"", ""Mozzarella cheese"", ""party salami"", ""mayonnaise"""
11771,2138306,Chipotle Potato Salad,"""Place potatoes in a pot and cover with water."", ""Bring water to a boil and season water liberally with salt and cook the potatoes until just fork tender, 8 to 9 minutes."", ""Combine chipotles, sauce, marmalade, juice, vinegar in a bowl then whisk in the extra-virgin olive oil."", ""Drain the potatoes well, return them to hot pot to let water evaporate, then add immediately to dressing."", ""The dressing will be better absorbed by warm taters."", ""Toss with onions and herbs and season the salad with salt and pepper, to taste."", ""Serve warm or chill."", ""Drizzle a little more extra-virgin olive oil over the salad if it gets dry.""","""russet potatoes"", ""Salt"", ""chipotles"", ""orange marmalade"", ""orange juice"", ""red wine vinegar"", ""extra-virgin olive oil"", ""red onion"", ""Handful"", ""Couple"", ""Salt"""
11772,1299397,Watercolor Christmas Ornament Cookies ,"""Position racks in upper and lower thirds of oven; preheat to 350\u00b0F. Line 2 rimmed baking sheets with parchment paper."", ""Generously flour a rolling pin and work surface. Working with 1 disc at a time, roll dough to 1/4\"" thick. Cut out as many cookies as possible with cookie cutters (if dough becomes too soft, chill until firm). Place cookies 1/2\"" apart on prepared baking sheets. Chill 15 minutes."", ""Bake cookies until edges are light golden brown, 10-12 minutes. Transfer to wire racks and let cool."", ""Place icing in a wide shallow bowl. Add water by the teaspoon and stir to combine until slightly runny. Dip cookies face down into icing, just enough to cover the front and reach the outer edges, being careful not to completely submerge. Lightly shake cookies to level out icing. Transfer cookies to wire racks to let icing dry completely before decorating, about 3 hours."", ""Mix each food coloring with a small amount of water to dilute in separate bowls; the more water you add, the lighter the colors will be. Fill 2 small bowls with clean water."", ""Lightly dampen paint brush with water. Working with half of cookies and 1 color, lightly dab a few patches of watercolor \""paint\"" over icing. Dampen brush in clean water. Brush along edges of darker paint to create a watercolor effect with the color fading out gently. For added texture, lightly tap brush over cookie to splatter droplets of color. Transfer cookies to a wire rack to dry as you work. Repeat painting technique with second color on remaining cookies. Let dry."", ""Mix lemon extract and luster dust in a small bowl to create gold paint. Using a clean paintbrush, splatter cookies in gold and paint tops of ornaments. Let paint dry completely before storing cookies."", ""Cookies can be made 10 days ahead; store in an airtight container at room temperature.""","""flour"", ""batch"", ""white"", ""Red"", ""clear lemon"", ""gold luster"", ""ornament cookie cutters"""
11773,575756,Chocolate Filling For 4 Layer Cake,"""Cook sugar, cocoa, syrup and milk."", ""Stir until sugar is dissolved."", ""Keep stirring until syrup forms \""soft ball.\"""", ""Remove from heat."", ""Add butter."", ""Cool."", ""Add vanilla and beat until smooth and creamy."", ""Spread on top of cake layers.""","""sugar"", ""syrup"", ""butter"", ""cocoa"", ""sweet milk"", ""vanilla"""
11774,2021885,"Rucola, Funghi, and Piave Cheese","""Wipe the mushrooms clean, trim the tough ends of the stems, and slice the mushrooms paper-thin, preferably using a mandoline, keeping the shape of the mushrooms intact."", ""Use a large knife or the mandoline to cut 5 ounces of the cheese into very thin slices."", ""Put the arugula in a large, wide bowl, sprinkle with salt, and toss gently to distribute the salt evenly."", ""Whisk the vinaigrette to recombine the ingredients, drizzle 1/2 cup over the arugula, and toss gently to coat the leaves with the vinaigrette."", ""Taste for seasoning and add more salt or vinaigrette, if desired."", ""Building the salad in three layers, first arrange a layer of the mushroom slices in the center of a serving platter or on individual salad plates."", ""Scatter a layer of the cheese slices on top of the mushrooms and pile 1/3 of the arugula on top of the cheese."", ""Repeat, building two more layers just like the first and ending with a layer of the cheese."", ""Drizzle a generous tablespoon of vinaigrette over the cheese and around the salad (for individual salads, drizzle 1 teaspoon per salad), coarsely grind black pepper over the salad(s), and serve."", ""Bianco di Custoza Superiore (Veneto)""","""white button"", ""cheese"", ""arugula"", ""Kosher salt"", ""Lemon Vinaigrette"""
11775,382326,Biscuit Recipe,"""*For buttermilk biscuits: Substitute about 1 cup of buttermilk, less 2 tablespoons.""","""flour"", ""shortening"", ""milk"""
11776,2193525,Asian Pesto Noodle And Cucumber Salad Recipe,"""Make the Pesto: In a food processor process the first 11 ingredients."", ""Slowly add in the oil in a stream."", ""Taste for seasoning."", ""Finish the Salad: In a large bowl, mix noodles, cucumber and scallions with sufficient pesto to cover the noodles."", ""Garnish with the minced peanuts, mint, cilantro and basil leaves."", ""This recipe yields 4 servings.""","""basil"", ""mint"", ""cilantro"", ""peanuts"", ""serrano chiles"", ""ginger"", ""garlic"", ""sugar"", ""lime juice"", ""salt"", ""white pepper"", ""peanut oil"", ""noodles blanched"", ""cucumber"", ""scallions"""
11777,131422,Pineapple Banana Bread,"""Combine flour, sugar, baking powder, cinnamon and salt."", ""Mix in nuts and set aside."", ""Combine eggs and oil with the dry ingredients."", ""Add bananas, pineapples and vanilla."", ""Mix well. Spoon into 2 loaf pans."", ""Bake at 350\u00b0 for 1 hour."", ""Cool 10 minutes in pan.""","""flour"", ""sugar"", ""vanilla"", ""baking powder"", ""cinnamon"", ""salt"", ""pecans"", ""eggs"", ""oil"", ""bananas"", ""pineapple"""
11778,1193030,Kate'S Caramelized Garlic Chicken Wings (Only 3 Ingredients!),"""Preheat oven to 425F degrees. Cut chicken wings in half at joint. Finely chop half a container of garlic (measures to be about 3/4 cup of whole garlic cloves). Refrigerate remaining garlic for another recipe. Place chicken wings in baking pan in single layer; they can touch. Rub wings all over with olive oil. Rub wings all over with minced garlic. Sprinkle top with salt and pepper to taste. Pour water in four corners of baking pan. Cover with aluminum foil."", ""Bake at 425F degrees for 45 minutes. Then, bake at 350F degrees for 1 hour. Remove foil. Bake at 350F degrees for 20 minutes or until browned."", ""The garlic infused oil left in the baking pan is yummy over rice or sopped up with crusty bread. Hint: find the 6 oz container of peeled whole garlic cloves in the produce section of the grocery store by the refrigerated pre-cut vegetables, salsas, and salad dressings.""","""chicken"", ""garlic"", ""olive oil"", ""water"""
11779,2162510,Thyme-Basted Pork Tenderloin with Oyster Mushrooms,"""In a 12-inch ovenproof skillet, heat the grapeseed oil until shimmering."", ""Season the pork with salt and pepper and cook over moderately high heat until browned all over, about 5 minutes."", ""Transfer to the oven and roast the pork until an instant-read thermometer inserted in the thickest part registers 135, 18 to 20 minutes."", ""Meanwhile, in a very large skillet, melt 1 tablespoon of the butter in the olive oil."", ""Add the mushrooms, season with salt and pepper and cook over moderately high heat, turning occasionally, until golden, about 15 minutes."", ""Add the minced garlic and the parsley and cook, stirring, until the garlic is fragrant, about 30 seconds."", ""Remove from the heat."", ""Set the pork over moderate heat."", ""Add the remaining 3 tablespoons of butter, the crushed garlic and the thyme to the skillet and cook until the butter is foamy."", ""Baste the meat with the butter just until the butter browns, 2 to 3 minutes."", ""Transfer the pork to a cutting board and cut into thick slices."", ""Spoon the mushrooms onto a platter, top with the pork and drizzle with the brown butter."", ""Garnish with walnuts, shallot, chives and flaky salt and serve.""","""grapeseed oil"", ""pork tenderloin"", ""Kosher salt"", ""Pepper"", ""unsalted butter"", ""extra-virgin olive oil"", ""oyster mushrooms"", ""garlic"", ""parsley"", ""thyme"", ""walnuts"", ""shallot"", ""Chives"", ""salt"""
11780,510725,Calico Baked Beans,"""Cut up and fry bacon until almost crisp."", ""Place bacon in a bowl."", ""In skillet with bacon drippings, add onions, brown sugar, garlic powder, dry mustard, vinegar and pepper."", ""Cook at low heat for 20 minutes, covered."", ""Mix all beans, bacon and onion mixture together well."", ""Bake in a covered 3-quart casserole at 350\u00b0 for 1 hour, perhaps longer, but not until it's dried out."", ""(Dish can also be cooked in a crock-pot for 6 hours on low.)""","""butter beans"", ""green lima beans"", ""dark red kidney beans"", ""beans"", ""bacon"", ""onions"", ""brown sugar"", ""salt"", ""garlic powder"", ""dry mustard"", ""vinegar"", ""pepper"""
11781,1023695,Family Pleasing Sloppy Joes,"""Brown beef and onion over medium heat. Drain."", ""Add ketchup, water, brown sugar, vinegar, salt mustard, chili powder and allspice."", ""Bring to a boil."", ""Reduce heat, simmer, uncovered for 30 minutes until heated through."", ""Spoon onto buns. Enjoy!""","""ground beef"", ""onion"", ""ketchup"", ""water"", ""brown sugar"", ""white vinegar"", ""salt"", ""ground mustard"", ""chili powder"", ""ground allspice"", ""buns"""
11782,120177,Strawberry Cream Cake,"""Thaw and drain strawberries. Save juice."", ""Mix cake mix as directed using strawberry juice (add water to the juice if necessary)."", ""Mix about 3 tablespoons of strawberries into mix. Bake as directed.""","""frozen strawberries"", ""yellow cake mix"", ""milk"", ""sugar"""
11783,1878211,Guinea Hen with Red Wine: Faraona al Vino Rosso,"""In a Dutch oven, heat the lard over high heat and add the onion and leeks."", ""Cook over high heat until softened and browned, about 5 minutes."", ""Season the guinea hen pieces with salt and pepper and place in the pot."", ""Sprinkle the meat with the flour and cook until the meat is well browned."", ""Add the wine, grappa, and nutmeg and bring to a boil."", ""Reduce to a simmer and cook until the meat is cooked through, about 30 minutes."", ""Remove the meat from the pot and keep hot."", ""Add the mushrooms, potatoes, and sausage and cook for an additional 15 minutes, then stir in the butter, return the meat to the pan to heat through and serve with the sauce drizzled over""","""lard"", ""onion"", ""leeks"", ""guinea hen"", ""Salt"", ""flour"", ""red wine"", ""grappa"", ""gratings nutmeg"", ""mushrooms"", ""potatoes"", ""sweet sausage"", ""unsalted butter"""
11784,2148180,Slow-Roasted Halibut with Asparagus and Salsa Genovese,"""Preheat the oven to 300 degrees F."", ""Put 1 1/2 tablespoons of the olive oil in a shallow baking dish."", ""Place the fish fillets in the baking dish and turn to coat them with the oil."", ""Season with salt and pepper, to taste."", ""Spoon the wine around the fish."", ""Bake until the fish just flakes, about 20 minutes."", ""Whisk a tablespoon or 2 of the juices from the baking dish into the salsa and oil mixture to thin and flavor it, then spoon the sauce over the fish."", ""Serve at once."", ""Add all the ingredients except for the olive oil and pulse until nearly pureed."", ""With the machine running, add 6 tablespoons olive oil through the feed tube, pureeing until the mixture is almost smooth."", ""Taste and adjust the seasoning."", ""Refrigerate in an airtight container with a thin film of olive oil on top to protect it from oxidizing."", ""The flavors will stay lively for 2 to 3 days."", ""Michael's Notes: Choose an olive that is not too heavily brined, such as picholines or Lucques from France."", ""Yield: about 2 cups""","""extra-virgin olive oil"", ""salt"", ""white wine"", ""unsalted butter"", ""salsa mixed"", ""green olives"", ""pine nuts"", ""fresh Italian"", ""fresh basil"", ""thyme"", ""lemon zest"", ""capers"", ""clove garlic"", ""extra-virgin olive oil"""
11785,2018765,Chocolate-chocolate Chip Muffins,"""Melt the unsweetened chocolate and 1/2 cup of semisweet chocolate chips in the top of a double boiler over simmering water."", ""Remove from heat and cool slightly."", ""Preheat oven to 350*F (175*C)."", ""Grease and flour a 12-cup muffin tin or line with paper liners."", ""In a large bowl, whisk together flour, baking soda and salt; Make a well in the center and set aside."", ""In another bowl, beat eggs; add the brown sugar, milk, butter, melted chocolate mixture and vanilla; mix well."", ""Pour this mixture into well of flour mixture."", ""Stir until just moistened; do not over mix."", ""Gently fold remaining chocolate chips into batter."", ""Fill prepared muffin tins two thirds full."", ""Bake for 20 to 25 minutes or until muffins test done."", ""Cool in pan on wire rack.""","""chocolate"", ""semi-sweet chocolate chips"", ""flour"", ""baking soda"", ""salt"", ""eggs"", ""light brown sugar"", ""milk"", ""unsalted butter"", ""vanilla"""
